Id,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Total_Spend,Channel_Purchases,Total_Purchases,Discount_Purchase_Rate,Spend_Per_Purchase,Customer_Tenure_Days,Customer_Tenure_Years,Dependents,Has_Children,Age,Age_Group,Income_Bracket,Recency_Group,Category_Breadth,Preferred_Channel,Is_High_Value,No_Purchase_Record,Customer_Segment
6653,1970,PhD,Married,55158.0,1,1,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7,1,0,418,14,18,0.2222222222222222,23.22222222222222,859,2.4,2,1,44,31-45,High Income,Inactive,5,Web,0,0,Digital Shoppers
9400,1958,2n Cycle,Single,85485.0,0,0,2014-06-21,73,630,26,611,44,18,54,1,6,6,6,2,0,0,1383,18,19,0.05263157894736842,72.78947368421052,168,0.5,0,0,56,46-60,Very High Income,Inactive,6,Web,1,0,High-Value At-Risk
7106,1943,PhD,Married,75865.0,0,0,2014-03-31,73,483,0,591,156,0,12,1,3,5,10,1,0,0,1242,18,19,0.05263157894736842,65.36842105263158,250,0.7,0,0,71,60+,Very High Income,Inactive,4,Store,1,0,High-Value At-Risk
4252,1965,Graduation,Married,44375.0,0,1,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5,0,0,301,11,12,0.08333333333333333,25.083333333333332,258,0.7,1,1,49,46-60,Mid Income,Inactive,6,Store,0,0,Family Customers
9240,1971,PhD,Single,60504.0,0,1,2014-07-02,73,458,0,24,6,4,34,2,6,2,8,6,0,0,526,16,18,0.1111111111111111,29.22222222222222,157,0.4,1,1,43,31-45,High Income,Inactive,5,Store,0,0,Family Customers
10770,1959,Graduation,Married,65492.0,0,0,2014-01-26,73,247,161,295,210,85,47,2,4,7,13,2,0,0,1045,24,26,0.07692307692307693,40.19230769230769,314,0.9,0,0,55,46-60,High Income,Inactive,6,Store,0,0,General Customers
176,1980,2n Cycle,Single,67506.0,0,1,2014-02-01,73,90,38,67,33,36,67,1,4,1,6,3,0,0,331,11,12,0.08333333333333333,27.583333333333332,308,0.8,1,1,34,31-45,High Income,Inactive,6,Store,0,0,Family Customers
6870,1959,PhD,Divorced,68805.0,0,1,2013-09-17,73,182,2,49,17,13,20,1,3,1,7,2,0,0,283,11,12,0.08333333333333333,23.583333333333332,445,1.2,1,1,55,46-60,Very High Income,Inactive,6,Store,0,0,Family Customers
143,1970,Graduation,Single,61209.0,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,957,12,13,0.07692307692307693,73.61538461538461,468,1.3,0,0,44,31-45,High Income,Inactive,5,Web,0,0,Digital Shoppers
6445,1967,Graduation,Together,66825.0,0,0,2013-07-14,73,243,101,405,29,40,40,1,4,5,6,2,0,0,858,15,16,0.0625,53.625,510,1.4,0,0,47,46-60,High Income,Inactive,6,Store,0,0,General Customers
4278,1983,PhD,Single,87188.0,0,0,2013-03-06,73,910,111,724,49,74,55,1,10,2,6,3,1,0,1923,18,19,0.05263157894736842,101.21052631578948,640,1.8,0,0,31,31-45,Very High Income,Inactive,6,Web,1,0,High-Value At-Risk
6906,1953,Master,Widow,84953.0,0,0,2013-03-06,73,167,48,602,63,72,72,1,3,10,4,2,1,0,1024,17,18,0.05555555555555555,56.888888888888886,640,1.8,0,0,61,60+,Very High Income,Inactive,6,Catalog,0,0,Catalog Shoppers
4637,1954,PhD,Single,74637.0,0,0,2013-05-18,73,960,64,464,146,0,16,1,6,9,9,3,0,0,1650,24,25,0.04,66.0,567,1.6,0,0,60,46-60,Very High Income,Inactive,5,Catalog,1,0,High-Value At-Risk
8690,1962,Graduation,Married,86111.0,0,0,2013-04-19,73,399,28,756,36,40,126,1,5,7,10,2,0,0,1385,22,23,0.043478260869565216,60.21739130434783,596,1.6,0,0,52,46-60,Very High Income,Inactive,6,Store,1,0,High-Value At-Risk
1173,1947,Master,Together,77632.0,0,0,2013-10-03,73,1200,105,758,0,42,147,1,4,2,6,2,1,0,2252,12,13,0.07692307692307693,173.23076923076923,429,1.2,0,0,67,60+,Very High Income,Inactive,5,Store,1,0,High-Value At-Risk
1928,1973,Graduation,Married,31814.0,1,0,2013-09-02,73,35,3,20,4,1,20,2,2,0,3,9,0,0,83,5,7,0.2857142857142857,11.857142857142858,460,1.3,1,1,41,31-45,Low Income,Inactive,6,Store,0,0,Bargain Hunters
9029,1972,PhD,Married,70116.0,0,0,2013-01-26,73,707,44,603,95,58,29,1,2,8,12,1,0,0,1536,22,23,0.043478260869565216,66.78260869565217,679,1.9,0,0,42,31-45,Very High Income,Inactive,6,Store,1,0,High-Value At-Risk
10299,1969,PhD,Single,48240.0,0,0,2012-09-11,73,389,91,248,64,49,41,3,6,3,13,5,1,0,882,22,25,0.12,35.28,816,2.2,0,0,45,31-45,Mid Income,Inactive,6,Store,0,0,General Customers
9246,1985,Master,Together,40101.0,1,0,2012-10-14,73,171,3,129,26,24,62,4,6,1,6,7,0,0,415,13,17,0.23529411764705882,24.41176470588235,783,2.1,1,1,29,18-30,Mid Income,Inactive,6,Web,0,0,Digital Shoppers
4943,1953,Graduation,Married,70503.0,0,0,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6,0,0,1727,15,16,0.0625,107.9375,797,2.2,0,0,61,60+,Very High Income,Inactive,5,Store,1,0,High-Value At-Risk
4122,1975,Graduation,Married,79205.0,0,0,2012-08-29,73,504,23,117,179,28,44,1,6,5,4,4,1,0,895,15,16,0.0625,55.9375,829,2.3,0,0,39,31-45,Very High Income,Inactive,6,Web,0,0,Digital Shoppers
2853,1980,Graduation,Single,51766.0,1,0,2014-11-03,74,60,51,87,6,20,51,2,4,2,4,5,0,0,275,10,12,0.16666666666666666,22.916666666666668,33,0.1,1,1,34,31-45,High Income,Inactive,6,Web,0,0,Digital Shoppers
902,1980,Graduation,Together,62994.0,1,0,2014-04-03,74,224,12,48,4,12,12,1,6,2,4,6,0,0,312,12,13,0.07692307692307693,24.0,247,0.7,1,1,34,31-45,High Income,Inactive,6,Web,0,0,Digital Shoppers
1672,1974,PhD,Together,65640.0,0,1,2014-01-03,74,204,7,149,20,15,66,1,5,1,8,2,0,0,461,14,15,0.06666666666666667,30.733333333333334,337,0.9,1,1,40,31-45,High Income,Inactive,6,Store,0,0,Family Customers
7254,1969,Graduation,Together,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,0,137,7,10,0.3,13.7,344,0.9,1,1,45,31-45,Mid Income,Inactive,5,Web,0,0,Digital Shoppers
8775,1969,Graduation,Together,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,0,137,7,10,0.3,13.7,344,0.9,1,1,45,31-45,Mid Income,Inactive,5,Web,0,0,Digital Shoppers
9543,1985,Graduation,Married,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,22,3,4,0.25,5.5,387,1.1,1,1,29,18-30,Low Income,Inactive,5,Store,0,0,Bargain Hunters
7093,1985,Graduation,Married,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,22,3,4,0.25,5.5,387,1.1,1,1,29,18-30,Low Income,Inactive,5,Store,0,0,Bargain Hunters
2894,1985,Graduation,Single,72903.0,0,0,2013-10-29,74,1067,138,750,0,19,39,1,7,5,8,4,1,0,2013,20,21,0.047619047619047616,95.85714285714286,403,1.1,0,0,29,18-30,Very High Income,Inactive,5,Store,1,0,High-Value At-Risk
5956,1948,PhD,Divorced,45072.0,1,2,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8,0,0,284,11,16,0.3125,17.75,416,1.1,3,1,66,60+,Mid Income,Inactive,6,Web,0,0,Digital Shoppers
1921,1967,PhD,Married,59062.0,2,1,2013-03-10,74,46,1,12,3,0,9,2,2,0,3,4,0,0,71,5,7,0.2857142857142857,10.142857142857142,636,1.7,3,1,47,46-60,High Income,Inactive,5,Store,0,0,Bargain Hunters
5057,1961,Master,Married,61794.0,0,1,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,0,611,18,20,0.1,30.55,448,1.2,1,1,53,46-60,High Income,Inactive,6,Store,0,0,Family Customers
10260,1965,Master,Together,45143.0,0,1,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,0,0,311,12,15,0.2,20.733333333333334,467,1.3,1,1,49,46-60,Mid Income,Inactive,6,Web,0,0,Digital Shoppers
2262,1965,Master,Together,45143.0,0,1,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,0,0,311,12,15,0.2,20.733333333333334,467,1.3,1,1,49,46-60,Mid Income,Inactive,6,Web,0,0,Digital Shoppers
7930,1969,Master,Single,26877.0,0,0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,268,10,12,0.16666666666666666,22.333333333333332,474,1.3,0,0,45,31-45,Low Income,Inactive,6,Store,0,0,General Customers
1461,1965,PhD,Divorced,36921.0,1,1,2013-07-28,74,17,1,12,3,1,4,2,2,0,3,7,0,0,38,5,7,0.2857142857142857,5.428571428571429,496,1.4,2,1,49,46-60,Mid Income,Inactive,6,Store,0,0,Bargain Hunters
7514,1956,2n Cycle,Together,54342.0,1,1,2013-03-07,74,84,10,34,11,10,28,4,3,1,4,6,0,0,177,8,12,0.3333333333333333,14.75,639,1.8,2,1,58,46-60,High Income,Inactive,6,Store,0,0,Bargain Hunters
6461,1969,Master,Single,62772.0,0,1,2013-05-19,74,581,49,157,43,8,108,1,5,6,11,2,0,0,946,22,23,0.043478260869565216,41.130434782608695,566,1.6,1,1,45,31-45,High Income,Inactive,6,Store,0,0,Family Customers
257,1959,PhD,Married,75032.0,0,1,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,1215,18,20,0.1,60.75,587,1.6,1,1,55,46-60,Very High Income,Inactive,6,Store,1,0,High-Value At-Risk
9460,1963,Graduation,Married,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,162,7,8,0.125,20.25,597,1.6,0,0,51,46-60,Low Income,Inactive,6,Web,0,0,Digital Shoppers
3855,1963,Graduation,Married,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,162,7,8,0.125,20.25,597,1.6,0,0,51,46-60,Low Income,Inactive,6,Web,0,0,Digital Shoppers
367,1978,2n Cycle,Married,36550.0,1,0,2013-02-19,74,47,90,94,123,103,120,5,9,1,5,9,0,0,577,15,20,0.25,28.85,655,1.8,1,1,36,31-45,Mid Income,Inactive,6,Web,0,0,Digital Shoppers
9265,1953,Graduation,Married,75027.0,0,1,2013-09-01,74,925,64,179,133,12,77,2,9,4,6,5,0,0,1390,19,21,0.09523809523809523,66.19047619047619,461,1.3,1,1,61,60+,Very High Income,Inactive,6,Web,1,0,High-Value At-Risk
1990,1974,PhD,Single,63159.0,0,0,2012-05-11,74,965,34,586,89,86,37,1,3,5,8,3,0,0,1797,16,17,0.058823529411764705,105.70588235294117,939,2.6,0,0,40,31-45,High Income,Inactive,6,Store,1,0,High-Value At-Risk
3594,1973,Master,Married,54108.0,1,1,2012-05-11,74,539,6,91,8,6,97,13,8,2,9,8,0,0,747,19,32,0.40625,23.34375,939,2.6,2,1,41,31-45,High Income,Inactive,6,Store,0,0,Bargain Hunters
9292,1952,Graduation,Married,81795.0,0,0,2012-10-26,74,324,132,693,27,118,88,1,4,11,7,2,0,0,1382,22,23,0.043478260869565216,60.08695652173913,771,2.1,0,0,62,60+,Very High Income,Inactive,6,Catalog,1,0,High-Value At-Risk
6218,1965,Graduation,Married,59594.0,0,1,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7,0,0,499,16,17,0.058823529411764705,29.352941176470587,777,2.1,1,1,49,46-60,High Income,Inactive,4,Web,0,0,Digital Shoppers
6528,1982,Master,Together,18492.0,1,0,2014-05-06,75,2,2,2,2,1,1,1,1,0,2,8,0,0,10,3,4,0.25,2.5,214,0.6,1,1,32,31-45,Low Income,Inactive,6,Store,0,0,Bargain Hunters
10164,1958,Graduation,Single,94472.0,0,1,2014-03-04,75,1017,33,417,108,100,16,1,5,5,5,5,0,0,1691,15,16,0.0625,105.6875,277,0.8,1,1,56,46-60,Very High Income,Inactive,6,Web,1,0,High-Value At-Risk
9937,1979,Graduation,Single,70337.0,0,0,2014-02-01,75,187,81,149,25,43,91,1,2,2,12,1,0,0,576,16,17,0.058823529411764705,33.88235294117647,308,0.8,0,0,35,31-45,Very High Income,Inactive,6,Store,0,0,General Customers
274,1973,Graduation,Single,34853.0,1,1,2013-12-23,75,9,3,15,2,3,2,2,2,0,3,6,0,0,34,5,7,0.2857142857142857,4.857142857142857,348,1.0,2,1,41,31-45,Low Income,Inactive,6,Store,0,0,Bargain Hunters
5250,1943,Master,Widow,51381.5,0,0,2013-10-30,75,532,126,490,164,126,126,1,5,5,11,1,1,0,1564,21,22,0.045454545454545456,71.0909090909091,402,1.1,0,0,71,60+,Mid Income,Inactive,6,Store,1,0,High-Value At-Risk
11010,1984,PhD,Single,16269.0,1,0,2013-08-30,75,19,3,18,3,1,0,3,3,0,3,8,0,0,44,6,9,0.3333333333333333,4.888888888888889,463,1.3,1,1,30,18-30,Low Income,Inactive,5,Web,0,0,Digital Shoppers
6969,1982,Graduation,Together,50272.0,1,0,2013-07-08,75,99,13,66,43,8,4,3,4,1,5,7,0,0,233,10,13,0.23076923076923078,17.923076923076923,516,1.4,1,1,32,31-45,Mid Income,Inactive,6,Store,0,0,Family Customers
10735,1971,Graduation,Single,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,26,4,5,0.2,5.2,493,1.4,1,1,43,31-45,Low Income,Inactive,6,Web,0,0,Digital Shoppers
5068,1971,Graduation,Single,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,26,4,5,0.2,5.2,493,1.4,1,1,43,31-45,Low Income,Inactive,6,Web,0,0,Digital Shoppers
9974,1974,Graduation,Married,30631.0,1,0,2013-12-07,75,15,6,20,4,5,20,1,3,1,2,7,0,0,70,6,7,0.14285714285714285,10.0,364,1.0,1,1,40,31-45,Low Income,Inactive,6,Web,0,0,Digital Shoppers
7053,1966,PhD,Single,78420.0,0,0,2013-06-29,75,604,28,674,91,28,28,1,3,10,8,1,0,0,1453,21,22,0.045454545454545456,66.04545454545455,525,1.4,0,0,48,46-60,Very High Income,Inactive,6,Catalog,1,0,High-Value At-Risk
3179,1980,Graduation,Single,81741.0,0,0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,1572,19,19,0.0,82.73684210526316,538,1.5,0,0,34,31-45,Very High Income,Inactive,6,Store,1,0,High-Value At-Risk
8082,1971,Graduation,Married,25721.0,1,0,2013-05-21,75,1,3,6,3,6,15,1,1,1,2,7,1,0,34,4,5,0.2,6.8,564,1.5,1,1,43,31-45,Low Income,Inactive,6,Store,0,0,Family Customers
1362,1972,Graduation,Single,31907.0,0,0,2013-04-03,75,33,87,64,175,16,74,1,6,1,6,7,0,0,449,13,14,0.07142857142857142,32.07142857142857,612,1.7,0,0,42,31-45,Low Income,Inactive,6,Web,0,0,Digital Shoppers
6768,1962,Graduation,Divorced,37859.0,1,2,2013-12-01,75,22,1,8,2,1,2,2,1,0,3,8,0,0,36,4,6,0.3333333333333333,6.0,370,1.0,3,1,52,46-60,Mid Income,Inactive,6,Store,0,0,Bargain Hunters
2375,1972,Graduation,Together,30261.0,1,2,2012-09-25,75,8,0,5,0,3,6,1,0,0,3,8,0,0,22,3,4,0.25,5.5,802,2.2,3,1,42,31-45,Low Income,Inactive,4,Store,0,0,Bargain Hunters
6856,1979,Graduation,Together,21645.0,1,0,2012-03-09,75,14,0,23,4,5,19,3,3,0,3,9,1,0,65,6,9,0.3333333333333333,7.222222222222222,1002,2.7,1,1,35,31-45,Low Income,Inactive,5,Web,0,0,Digital Shoppers
4066,1978,2n Cycle,Divorced,21282.0,1,0,2014-11-05,76,1,5,8,4,8,20,2,2,1,2,6,0,0,46,5,7,0.2857142857142857,6.571428571428571,31,0.1,1,1,36,31-45,Low Income,Inactive,6,Web,0,0,Digital Shoppers
4333,1954,Graduation,Together,32144.0,1,1,2014-03-23,76,41,0,10,0,0,3,4,2,1,3,7,0,0,54,6,10,0.4,5.4,258,0.7,2,1,60,46-60,Low Income,Inactive,3,Store,0,0,Bargain Hunters
2948,1954,Master,Divorced,62637.0,0,1,2014-01-03,76,104,12,48,4,12,5,1,2,2,5,2,0,0,185,9,10,0.1,18.5,337,0.9,1,1,60,46-60,High Income,Inactive,6,Store,0,0,Family Customers
4927,1971,Graduation,Together,16626.0,2,0,2014-01-15,76,8,3,22,21,1,13,3,3,0,3,9,0,0,68,6,9,0.3333333333333333,7.555555555555555,325,0.9,2,1,43,31-45,Low Income,Inactive,6,Web,0,0,Digital Shoppers
7426,1971,2n Cycle,Married,54690.0,1,1,2013-07-11,76,111,16,37,7,9,18,3,3,1,5,3,0,0,198,9,12,0.25,16.5,513,1.4,2,1,43,31-45,High Income,Inactive,6,Store,0,0,Bargain Hunters
8360,1971,2n Cycle,Married,54690.0,1,1,2013-07-11,76,111,16,37,7,9,18,3,3,1,5,3,0,0,198,9,12,0.25,16.5,513,1.4,2,1,43,31-45,High Income,Inactive,6,Store,0,0,Bargain Hunters
4058,1955,PhD,Single,61284.0,0,0,2013-12-10,76,618,15,106,20,7,45,1,11,2,8,6,0,0,811,21,22,0.045454545454545456,36.86363636363637,361,1.0,0,0,59,46-60,High Income,Inactive,6,Web,0,0,Digital Shoppers
10755,1976,2n Cycle,Married,23718.0,1,0,2013-02-09,76,6,3,14,15,7,36,3,3,1,2,7,0,0,81,6,9,0.3333333333333333,9.0,665,1.8,1,1,38,31-45,Low Income,Inactive,6,Web,0,0,Digital Shoppers
8414,1962,PhD,Single,33419.0,0,1,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,7,0,0,86,6,8,0.25,10.75,476,1.3,1,1,52,46-60,Low Income,Inactive,3,Store,0,0,Bargain Hunters
6810,1983,Graduation,Divorced,82025.0,0,0,2013-05-28,76,267,98,606,48,70,98,1,3,2,6,1,1,0,1187,11,12,0.08333333333333333,98.91666666666667,557,1.5,0,0,31,31-45,Very High Income,Inactive,6,Store,1,0,High-Value At-Risk
3839,1958,Basic,Single,15056.0,1,1,2013-03-05,76,6,12,3,21,6,40,5,2,2,3,5,0,0,88,7,12,0.4166666666666667,7.333333333333333,641,1.8,2,1,56,46-60,Low Income,Inactive,6,Store,0,0,Bargain Hunters
3483,1958,Graduation,Married,48192.0,0,0,2013-06-04,76,1039,43,204,153,58,29,3,2,8,12,8,1,0,1526,22,25,0.12,61.04,550,1.5,0,0,56,46-60,Mid Income,Inactive,6,Store,1,0,High-Value At-Risk
238,1967,2n Cycle,Together,67309.0,1,1,2013-01-23,76,515,47,181,149,95,95,15,9,6,9,7,0,0,1082,24,39,0.38461538461538464,27.743589743589745,682,1.9,2,1,47,46-60,High Income,Inactive,6,Web,1,0,High-Value At-Risk
591,1957,Graduation,Widow,66033.0,0,1,2013-01-20,76,293,35,179,46,59,65,2,8,3,7,7,0,0,677,18,20,0.1,33.85,685,1.9,1,1,57,46-60,High Income,Inactive,6,Web,0,0,Digital Shoppers
5063,1977,Graduation,Single,28769.0,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,191,9,12,0.25,15.916666666666666,718,2.0,1,1,37,31-45,Low Income,Inactive,6,Web,0,0,Digital Shoppers
4303,1957,PhD,Together,6835.0,0,1,2012-08-12,76,107,2,12,2,2,12,0,0,0,1,20,0,0,137,1,1,0.0,137.0,846,2.3,1,1,57,46-60,Low Income,Inactive,6,Store,0,0,Family Customers
2258,1986,Graduation,Married,32880.0,1,0,2012-04-12,76,8,4,15,7,6,2,1,1,0,3,8,0,0,42,4,5,0.2,8.4,968,2.7,1,1,28,18-30,Low Income,Inactive,6,Store,0,0,Family Customers
7301,1982,2n Cycle,Single,23616.0,1,0,2012-11-17,76,4,22,11,3,7,32,2,3,0,3,8,1,0,79,6,8,0.25,9.875,749,2.1,1,1,32,31-45,Low Income,Inactive,6,Web,0,0,Digital Shoppers
11121,1981,Graduation,Married,19419.0,1,0,2012-10-11,76,2,14,28,16,3,7,4,4,0,3,9,0,0,70,7,11,0.36363636363636365,6.363636363636363,786,2.2,1,1,33,31-45,Low Income,Inactive,6,Web,0,0,Digital Shoppers
5287,1973,Graduation,Married,34961.0,1,0,2014-06-19,77,45,2,26,4,1,1,3,3,1,3,7,0,0,79,7,10,0.3,7.9,170,0.5,1,1,41,31-45,Low Income,Inactive,6,Web,0,0,Digital Shoppers
6457,1976,Graduation,Divorced,64892.0,0,1,2014-05-29,77,527,24,230,32,24,65,2,6,4,12,4,0,0,902,22,24,0.08333333333333333,37.583333333333336,191,0.5,1,1,38,31-45,High Income,Inactive,6,Store,0,0,Family Customers
3559,1988,2n Cycle,Married,16248.0,1,0,2014-10-05,77,12,11,10,3,12,9,3,2,1,3,6,0,0,57,6,9,0.3333333333333333,6.333333333333333,62,0.2,1,1,26,18-30,Low Income,Inactive,6,Store,0,0,Bargain Hunters
5577,1983,Graduation,Together,43776.0,1,0,2014-03-05,77,8,0,9,2,1,3,1,1,0,2,6,0,0,23,3,4,0.25,5.75,276,0.8,1,1,31,31-45,Mid Income,Inactive,5,Store,0,0,Bargain Hunters
641,1967,Graduation,Single,52074.0,0,1,2014-04-04,77,59,0,12,0,0,48,1,2,2,2,4,0,0,119,6,7,0.14285714285714285,17.0,246,0.7,1,1,47,46-60,High Income,Inactive,3,Web,0,0,Digital Shoppers
954,1960,Basic,Widow,22123.0,0,0,2014-03-27,77,3,3,24,34,7,31,1,2,1,3,5,0,0,102,6,7,0.14285714285714285,14.571428571428571,254,0.7,0,0,54,46-60,Low Income,Inactive,6,Store,0,0,General Customers
1834,1978,Master,Single,35544.0,1,0,2014-08-03,77,30,5,23,4,1,4,1,2,0,3,7,0,0,67,5,6,0.16666666666666666,11.166666666666666,125,0.3,1,1,36,31-45,Mid Income,Inactive,6,Store,0,0,Family Customers
8789,1989,2n Cycle,Married,59060.0,1,0,2014-11-01,77,35,40,111,36,40,12,3,3,1,7,4,0,0,274,11,14,0.21428571428571427,19.571428571428573,35,0.1,1,1,25,18-30,High Income,Inactive,6,Store,0,0,Family Customers
10584,1976,Graduation,Married,65665.0,0,1,2013-02-12,77,225,162,387,106,36,29,1,5,10,8,3,0,0,945,23,24,0.041666666666666664,39.375,662,1.8,1,1,38,31-45,High Income,Inactive,6,Catalog,0,0,Catalog Shoppers
2337,1971,Graduation,Divorced,29819.0,1,0,2013-10-24,77,9,1,24,2,1,2,3,3,0,3,6,0,0,39,6,9,0.3333333333333333,4.333333333333333,408,1.1,1,1,43,31-45,Low Income,Inactive,6,Web,0,0,Digital Shoppers
6071,1989,Graduation,Single,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,1157,21,22,0.045454545454545456,52.59090909090909,505,1.4,0,0,25,18-30,Very High Income,Inactive,6,Store,1,0,High-Value At-Risk
295,1989,Graduation,Single,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,1157,21,22,0.045454545454545456,52.59090909090909,505,1.4,0,0,25,18-30,Very High Income,Inactive,6,Store,1,0,High-Value At-Risk
10203,1990,Graduation,Single,26095.0,1,0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,0,0,42,4,5,0.2,8.4,524,1.4,1,1,24,18-30,Low Income,Inactive,6,Store,0,0,Family Customers
3968,1970,2n Cycle,Divorced,65706.0,0,0,2013-06-28,77,918,10,129,13,0,129,1,11,3,12,7,1,0,1199,26,27,0.037037037037037035,44.407407407407405,526,1.4,0,0,44,31-45,High Income,Inactive,5,Store,1,0,High-Value At-Risk
4037,1976,Graduation,Divorced,31859.0,1,0,2013-06-14,77,3,1,3,8,0,5,1,1,0,2,7,0,0,20,3,4,0.25,5.0,540,1.5,1,1,38,31-45,Low Income,Inactive,5,Store,0,0,Bargain Hunters
6932,1941,PhD,Married,93027.0,0,0,2013-04-13,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,2119,22,22,0.0,96.31818181818181,602,1.6,0,0,73,60+,Very High Income,Inactive,5,Catalog,1,0,High-Value At-Risk
10159,1970,Graduation,Divorced,58710.0,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,0,1185,25,31,0.1935483870967742,38.225806451612904,615,1.7,1,1,44,31-45,High Income,Inactive,5,Web,1,0,High-Value At-Risk
1177,1966,Master,Together,49618.0,1,1,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7,0,0,129,7,11,0.36363636363636365,11.727272727272727,679,1.9,2,1,48,46-60,Mid Income,Inactive,6,Web,0,0,Digital Shoppers
9426,1964,Master,Single,58308.0,0,1,2013-12-01,77,691,0,69,10,0,130,4,2,6,3,8,0,0,900,11,15,0.26666666666666666,60.0,370,1.0,1,1,50,46-60,High Income,Inactive,4,Catalog,0,0,Catalog Shoppers
10637,1964,Graduation,Married,40800.0,1,2,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7,0,1,99,6,8,0.25,12.375,704,1.9,3,1,50,46-60,Mid Income,Inactive,5,Web,0,0,Digital Shoppers
10826,1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,60,4,5,0.2,12.0,708,1.9,0,0,55,46-60,Low Income,Inactive,6,Store,0,0,General Customers
4086,1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,60,4,5,0.2,12.0,708,1.9,0,0,55,46-60,Low Income,Inactive,6,Store,0,0,General Customers
10304,1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,60,4,5,0.2,12.0,708,1.9,0,0,55,46-60,Low Income,Inactive,6,Store,0,0,General Customers
7998,1958,Graduation,Together,28087.0,1,1,2012-11-12,77,53,8,17,13,0,21,3,2,2,2,7,0,0,112,6,9,0.3333333333333333,12.444444444444445,754,2.1,2,1,56,46-60,Low Income,Inactive,5,Web,0,0,Digital Shoppers
10992,1967,Graduation,Together,75702.0,1,1,2012-08-29,77,650,28,353,45,42,30,5,4,6,11,8,0,0,1148,21,26,0.19230769230769232,44.15384615384615,829,2.3,2,1,47,46-60,Very High Income,Inactive,6,Store,1,0,High-Value At-Risk
6383,1971,PhD,Together,32892.0,1,0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8,0,0,46,6,8,0.25,5.75,195,0.5,1,1,43,31-45,Low Income,Inactive,5,Web,0,0,Digital Shoppers
10536,1971,PhD,Together,32892.0,1,0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8,0,0,46,6,8,0.25,5.75,195,0.5,1,1,43,31-45,Low Income,Inactive,5,Web,0,0,Digital Shoppers
6036,1959,Master,Together,89120.0,0,0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1924,18,19,0.05263157894736842,101.26315789473684,264,0.7,0,0,55,46-60,Very High Income,Inactive,6,Store,1,0,High-Value At-Risk
11092,1961,Graduation,Married,27116.0,1,1,2014-02-03,78,12,1,21,2,2,3,2,2,0,3,7,0,0,41,5,7,0.2857142857142857,5.857142857142857,306,0.8,2,1,53,46-60,Low Income,Inactive,6,Store,0,0,Bargain Hunters
538,1989,Graduation,Single,46107.0,1,0,2014-10-02,78,31,9,27,16,9,33,1,1,1,4,3,0,0,125,6,7,0.14285714285714285,17.857142857142858,65,0.2,1,1,25,18-30,Mid Income,Inactive,6,Store,0,0,Family Customers
